periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_pilopaga;estu_privado_libertad;estu_repite;estu_tieneetnia;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;fami_tieneserviciotv;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20162;SB11201620532280;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;185250000201;185250000201;85;85250;89672;CASANARE;MIXTO;NOCHE;PAZ DE ARIPORO;OFICIAL;INSTITUCION EDUCATIVA JUAN JOSE RONDON;JUAN JOSE RONDON;S;1;A-;1;1;1;S;85;85250;85;85250;CASANARE;CASANARE;N;;22/08/1999;F;26;37.473896;PAZ DE ARIPORO;PAZ DE ARIPORO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;No;No;11;2;2;3;2;4;40;168;33;35;27;32
20162;SB11201620280020;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;185410001004;185410001004;85;85410;162065;CASANARE;MIXTO;SABATINA;TAURAMENA;OFICIAL;INSTITUCION EDUCATIVA DEL LLANO;I.E. DEL LLANO - SEDE PRINCIPAL;S;2;A-;2;2;1;S;85;85410;85;85410;CASANARE;CASANARE;N;;21/08/1998;F;26;50.626877;TAURAMENA;TAURAMENA;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;Cuatro;Si;Si;No;Si;No;18;18;32;17;24;17;44;210;46;43;42;39
20162;SB11201620129201;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;185010000505;185010000505;85;85010;122515;CASANARE;MIXTO;MAÑANA;AGUAZUL;OFICIAL;INSTITUCION EDUCATIVA SAN AGUSTIN;SAN AGUSTIN;S;2;A-;2;2;1;S;85;85010;85;85010;CASANARE;CASANARE;N;;26/08/1999;M;11;47.316277;AGUAZUL;AGUAZUL;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;11 A 25 LIBROS;Cuatro;No;Si;Si;Si;No;44;24;18;24;27;15;51;221;41;45;43;38
20162;SB11201620400588;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;385250001044;385250001044;85;85250;114009;CASANARE;MIXTO;MAÑANA;PAZ DE ARIPORO;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL PALMAR;I.E. TECNICO INDUSTRIAL EL PALMAR - ITEIPA - SEDE PRINCIPAL;S;2;A1;3;3;2;S;85;85250;85;85250;CASANARE;CASANARE;N;;04/11/1997;M;11;37.945896;PAZ DE ARIPORO;PAZ DE ARIPORO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Uno;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;No;19;48;49;45;77;42;44;253;50;51;60;48
20162;SB11201620435455;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;385440000192;185440000134;85;85440;99317;CASANARE;MIXTO;MAÑANA;VILLANUEVA;OFICIAL;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LOS DOLORES MANARE;EL PARAISO;N;3;A2;3;3;3;S;85;85440;85;85440;CASANARE;CASANARE;N;;05/03/1999;F;11;43.838245;VILLANUEVA;VILLANUEVA;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;26 A 100 LIBROS;Cinco;No;No;Si;Si;No;76;79;79;84;64;81;60;298;61;62;55;60
20162;SB11201620189291;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;185139000391;185139000391;85;85139;31021;CASANARE;MIXTO;MAÑANA;MANI;OFICIAL;INSTITUCION EDUCATIVA JESUS BERNAL PINZON;JESUS BERNAL PINZON;S;2;A-;2;2;1;S;85;85139;85;85139;CASANARE;CASANARE;N;;29/11/1999;M;11;47.882248;MANÍ;MANÍ;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Educación profesional completa;Educación profesional completa;Estrato 2;0 A 10 LIBROS;Tres;No;No;No;Si;Si;40;31;32;30;40;20;50;231;45;47;48;40
20162;SB11201620470115;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;185001000268;285001004357;85;85001;31120;CASANARE;MIXTO;MAÑANA;YOPAL;OFICIAL;IE BRAULIO GONZALEZ;SEDE CAMPESTRE;N;3;A2;2;3;2;S;85;85001;85;85001;CASANARE;CASANARE;N;;11/06/1999;M;11;47.880707;YOPAL;YOPAL;COLOMBIA;2;NSE2;COLOMBIA;NO;N;78605;No;Dos;Primaria completa;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Tres;No;Si;Si;Si;Si;77;73;87;41;86;63;60;288;66;50;64;54
20162;SB11201620293706;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;185001001183;185001001183;85;85001;173146;CASANARE;MIXTO;SABATINA;YOPAL;OFICIAL;IE LUIS HERNANDEZ VARGAS;LUIS HERNANDEZ VARGAS;S;2;A-;2;2;1;S;85;85001;85;85001;CASANARE;CASANARE;N;;08/11/1996;F;26;47.183296;YOPAL;YOPAL;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Uno;Primaria completa;Primaria incompleta;Estrato 2;0 A 10 LIBROS;Dos;Si;No;No;Si;Si;18;17;9;24;26;11;43;208;37;45;43;37
20162;SB11201620198483;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;185010000505;185010000505;85;85010;122515;CASANARE;MIXTO;MAÑANA;AGUAZUL;OFICIAL;INSTITUCION EDUCATIVA SAN AGUSTIN;SAN AGUSTIN;S;2;A-;2;2;2;S;85;85010;85;85010;CASANARE;CASANARE;N;;15/01/2000;M;11;45.646965;AGUAZUL;AGUAZUL;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Educación profesional completa;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;Cinco;No;No;No;No;Si;32;33;24;20;47;35;48;233;43;44;50;46
20162;SB11201620401764;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;385250001044;385250001044;85;85250;114009;CASANARE;MIXTO;MAÑANA;PAZ DE ARIPORO;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL PALMAR;I.E. TECNICO INDUSTRIAL EL PALMAR - ITEIPA - SEDE PRINCIPAL;S;3;A1;3;3;3;S;85;85250;85;85250;CASANARE;CASANARE;N;;04/02/1999;M;11;37.992626;PAZ DE ARIPORO;PAZ DE ARIPORO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Tres;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;88;82;53;66;94;70;64;303;51;57;69;57
