periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_ingles;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_depto_presentacion;estu_depto_reside;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_individual;estu_pais_reside;estu_pilopaga;estu_privado_libertad;estu_tieneetnia;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;fami_tieneserviciotv;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20152;SB11201520407894;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;181001000599;181001000599;81;81001;19133;ARAUCA;MIXTO;NOCHE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;FRANSISCO JOSE DE CALDAS;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;11/12/1993;M;26;31.665604;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;44;223;41;36;51;49
20152;SB11201520591119;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281794000564;281794000564;81;81794;83147;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;AGUSTIN NIETO CABALLERO;S;A1;S;66;66170;66;66170;RISARALDA;RISARALDA;Ninguno;05/11/1997;M;11;;DOS QUEBRADAS;DOS QUEBRADAS;COLOMBIA;;COLOMBIA;NO;N;;;;;Estrato 1;;;;;;;;51;285;49;60;52;68
20152;SB11201520048259;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;381591000024;381591000024;81;81591;58321;ARAUCA;MIXTO;MAÑANA;PUERTO RONDON;OFICIAL;INSTITUCION EDUCATIVA LA INMACULADA;LA INMACULADA;S;A1;S;81;81794;81;81001;ARAUCA;ARAUCA;;13/09/1998;F;11;44.897392;TAME;ARAUCA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Uno;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;11 A 25 LIBROS;Dos;No;Si;No;Si;No;59;291;49;53;57;67
20152;SB11201520482331;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO;181736002315;181736002315;81;81736;123182;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL RAFAEL POMBO;TÉCNICO INDUSTRIAL RAFAEL POMBO;S;A1;S;81;81736;81;81736;ARAUCA;ARAUCA;;30/03/1991;F;26;39.856682;SARAVENA;SARAVENA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Seis;No;No;No;No;No;45;242;55;44;50;52
20152;SB11201520276363;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281065000627;281065000627;81;81065;166033;ARAUCA;MIXTO;MAÑANA;ARAUQUITA;OFICIAL;I.E. ANDRÉS BELLO;ANDRES BELLO;S;A1;S;81;81065;81;81065;ARAUCA;ARAUCA;;24/04/1998;F;11;48.238266;ARAUQUITA;ARAUQUITA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cuatro;Si;Si;No;Si;Si;41;190;49;32;30;45
20152;SB11201520124826;ESTUDIANTE;TI;URBANO;;A;TÉCNICO;181001000041;181001000041;81;81001;128462;ARAUCA;MIXTO;TARDE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA SANTA TERESITA;SANTA TERESITA;S;A2;S;81;81001;81;81001;ARAUCA;ARAUCA;;20/09/1998;M;11;59.35117;ARAUCA;ARAUCA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Tres;Educación profesional completa;Primaria completa;Estrato 1;11 A 25 LIBROS;Cinco;Si;Si;Si;Si;Si;51;275;60;56;52;59
20152;SB11201520561558;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;181001001188;181001001188;81;81001;93823;ARAUCA;MIXTO;MAÑANA;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA GUSTAVO VILLA DIAZ;GUSTAVO VILLA;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;13/04/1997;M;11;38.342548;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Seis;No;No;No;No;No;48;230;44;46;42;49
20152;SB11201520489049;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;181001003202;181001003202;81;81001;43000;ARAUCA;MIXTO;NOCHE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA SIMON BOLIVAR;TECNICO SIMON BOLIVAR;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;08/03/1996;F;26;49.897717;ARAUCA;ARAUCA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;Dos;No;Si;Si;No;No;42;232;41;51;44;50
20152;SB11201520043429;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;281794004179;281794004179;81;81794;155473;ARAUCA;MIXTO;SABATINA;TAME;OFICIAL;INSTITUCION EDUCATIVA ERNESTO RINCON DUCON;INSTITUCION EDUCATIVA ERNESTO RINCON DUCON - SEDE PRINCIPAL;S;A1;S;81;81794;81;81794;ARAUCA;ARAUCA;;12/05/1999;M;11;46.297638;TAME;TAME;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cuatro;Educación profesional incompleta;Educación profesional completa;Estrato 1;MÁS DE 100 LIBROS;Cuatro;No;Si;No;No;Si;53;225;49;36;47;43
20152;SB11201520314258;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181001000777;181001000777;81;81001;87395;ARAUCA;MIXTO;TARDE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA TECNICO CRISTO REY;TECNICO CRISTO REY;S;A1;S;81;81001;81;81001;ARAUCA;ARAUCA;;23/07/1997;F;11;46.629974;ARAUCA;ARAUCA;COLOMBIA;NSE2;COLOMBIA;NO;N;Si;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;11 A 25 LIBROS;Dos;No;Si;No;Si;No;45;241;54;48;50;48
20152;SB11201520510062;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;02/08/1995;F;26;42.167301;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cuatro;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Una;No;Si;No;Si;No;39;208;43;41;40;46
20152;SB11201520464934;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181001001188;181001001188;81;81001;93823;ARAUCA;MIXTO;MAÑANA;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA GUSTAVO VILLA DIAZ;GUSTAVO VILLA;S;A1;S;81;81001;81;81001;ARAUCA;ARAUCA;;21/03/1996;M;11;47.106228;ARAUCA;ARAUCA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) incompleta;Educación profesional completa;Estrato 2;0 A 10 LIBROS;Cuatro;No;Si;No;Si;No;46;247;53;41;59;50
20152;SB11201520159819;ESTUDIANTE;TI;URBANO;;A;TÉCNICO/ACADÉMICO;381001002957;381001002957;81;81001;134684;ARAUCA;MIXTO;COMPLETA;ARAUCA;NO OFICIAL;COLEGIO COMFIAR;COLEGIO COMFIAR;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;28/07/1999;F;11;66.408661;ARAUCA;ARAUCA;COLOMBIA;NSE4;COLOMBIA;NO;N;No;Tres;Educación profesional completa;Educación profesional completa;Estrato 2;26 A 100 LIBROS;Dos;Si;Si;Si;Si;Si;53;263;46;47;57;56
20152;SB11201520538322;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281001001646;281001001646;81;81001;167858;ARAUCA;MIXTO;MAÑANA;ARAUCA;OFICIAL;I.E. MATECANDELA;I.E. MATECANDELA - SEDE PRINCIPAL;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;14/09/1997;M;11;43.557213;ARAUCA;ARAUCA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;Si;No;Si;Si;45;199;46;33;39;40
20152;SB11201520510736;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;23/10/1994;M;26;43.419903;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cinco;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Seis;No;Si;No;Si;No;51;214;38;41;35;46
20152;SB11201520513215;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;07/12/1997;F;26;40.808704;SARAVENA;SARAVENA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;Si;No;Si;No;40;222;41;53;39;47
20152;SB11201520576557;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;09/05/1997;M;26;42.319153;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cinco;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Seis;No;Si;No;No;No;44;193;43;43;34;32
20152;SB11201520510450;ESTUDIANTE;CR;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;15/10/1996;M;26;36.526588;SARAVENA;SARAVENA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;No;50;242;43;49;49;47
20152;SB11201520509552;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;19/04/1996;F;26;42.167301;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Cuatro;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;Si;No;Si;No;38;199;43;43;44;33
20152;SB11201520457153;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181794003151;181794003151;81;81794;93112;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA SAN LUIS;COLEGIO NACIONAL SAN LUIS;S;A1;S;81;81794;81;81794;ARAUCA;ARAUCA;;11/11/1998;F;11;41.794079;TAME;TAME;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria completa;Estrato 1;26 A 100 LIBROS;Cinco;No;No;No;Si;No;53;271;53;50;60;54
20152;SB11201520096023;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;381001003457;381001003457;81;81001;153965;ARAUCA;MIXTO;COMPLETA;ARAUCA;NO OFICIAL;CENTRO EDUCATIVO EMMANUEL;CENTRO EDUCATIVO EMMANUEL - SEDE PRINCIPAL;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;23/12/1999;M;11;57.803013;ARAUCA;ARAUCA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Cinco;Educación profesional completa;Educación profesional completa;Estrato 1;11 A 25 LIBROS;Cinco;No;Si;Si;Si;Si;56;295;46;57;65;62
20152;SB11201520454682;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181736002315;181736002315;81;81736;123182;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL RAFAEL POMBO;TÉCNICO INDUSTRIAL RAFAEL POMBO;S;A1;S;81;81736;81;81736;ARAUCA;ARAUCA;;29/10/1997;F;26;50.621872;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Técnica o tecnológica completa;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;Si;Si;Si;No;54;245;50;53;46;43
20152;SB11201520111269;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181736000312;181736000312;81;81736;30593;ARAUCA;MIXTO;MAÑANA;SARAVENA;OFICIAL;INSTITUCION EDUCATIVA LA FRONTERA;LA FRONTERA;S;A1;S;81;81736;81;81736;ARAUCA;ARAUCA;;20/09/1999;F;11;52.390469;SARAVENA;SARAVENA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;MÁS DE 100 LIBROS;Seis;No;Si;Si;Si;Si;53;245;50;51;54;38
20152;SB11201520291152;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281065002611;281065002611;81;81065;151704;ARAUCA;MIXTO;MAÑANA;ARAUQUITA;OFICIAL;I.E. SAN JOSE DE LA PESQUERA;I.E. SAN JOSE DE LA PESQUERA - SEDE PRINCIPAL;S;A1;S;81;81001;81;81065;ARAUCA;ARAUCA;;22/03/1996;M;11;37.598045;ARAUCA;ARAUQUITA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Cinco;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;Si;53;271;50;47;55;63
20152;SB11201520461082;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;181794000748;181794000748;81;81794;30668;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA LICEO TAME;LICEO TAME;S;A1;S;81;81794;81;81794;ARAUCA;ARAUCA;;05/02/1999;F;11;45.866154;TAME;TAME;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;Si;No;Si;Si;51;248;55;40;62;44
20152;SB11201520035386;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;181736001921;181736001921;81;81300;93138;ARAUCA;MIXTO;NOCHE;FORTUL;OFICIAL;INSTITUCION EDUCATIVA ALEJANDRO HUMBOLDT;COLEGIO  ALEJANDRO HUMBOLTD;S;A1;S;81;81736;81;81300;ARAUCA;ARAUCA;;31/01/1992;F;26;40.460648;SARAVENA;FORTUL;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Tres;No;No;Si;Si;No;41;225;49;45;46;47
20152;SB11201520530039;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181065002722;181065002722;81;81065;61903;ARAUCA;MIXTO;NOCHE;ARAUQUITA;OFICIAL;INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ;GABRIEL GARCIA MARQUEZ;S;A-;S;81;81065;81;81065;ARAUCA;ARAUCA;;11/10/1997;F;26;38.288048;ARAUQUITA;ARAUQUITA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Uno;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;11 A 25 LIBROS;Dos;No;No;No;No;No;55;267;44;57;52;53
20152;SB11201520468667;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181001001188;181001001188;81;81001;93823;ARAUCA;MIXTO;MAÑANA;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA GUSTAVO VILLA DIAZ;GUSTAVO VILLA;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;15/04/1997;M;11;38.427547;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;Dos;No;No;No;No;No;47;230;41;54;46;39
20152;SB11201520571592;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;181001000599;181001000599;81;81001;109124;ARAUCA;MIXTO;SABATINA;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;FRANSISCO JOSE DE CALDAS;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;06/06/1993;F;26;40.719097;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;No;40;209;37;47;41;41
20152;SB11201520097353;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;381001003457;381001003457;81;81001;153965;ARAUCA;MIXTO;COMPLETA;ARAUCA;NO OFICIAL;CENTRO EDUCATIVO EMMANUEL;CENTRO EDUCATIVO EMMANUEL - SEDE PRINCIPAL;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;11/12/1998;M;11;56.650948;ARAUCA;ARAUCA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Tres;Técnica o tecnológica completa;Primaria incompleta;Estrato 2;0 A 10 LIBROS;Cuatro;No;Si;Si;Si;Si;38;195;46;44;42;30
20152;SB11201520409759;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181794000624;181794000624;81;81794;83311;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS;COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS;S;A-;S;81;81794;81;81794;ARAUCA;ARAUCA;;28/02/1999;F;11;38.647926;TAME;TAME;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;46;219;38;38;49;44
20152;SB11201520586587;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;181001000599;181001000599;81;81001;109124;ARAUCA;MIXTO;SABATINA;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;FRANSISCO JOSE DE CALDAS;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;16/05/1997;M;26;38.091026;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Seis;No;No;Si;No;No;35;184;40;34;36;41
20152;SB11201520265057;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181736002315;181736002315;81;81736;27094;ARAUCA;MIXTO;MAÑANA;SARAVENA;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL RAFAEL POMBO;TÉCNICO INDUSTRIAL RAFAEL POMBO;S;A1;S;81;81736;81;81736;ARAUCA;ARAUCA;;28/04/1999;M;11;39.156902;SARAVENA;SARAVENA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Primaria completa;Ninguno;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;Si;Si;67;308;49;56;65;63
20152;SB11201520314373;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181001000777;181001000777;81;81001;87395;ARAUCA;MIXTO;TARDE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA TECNICO CRISTO REY;TECNICO CRISTO REY;S;A1;S;81;81001;81;81001;ARAUCA;ARAUCA;;01/07/1997;M;11;52.781193;ARAUCA;ARAUCA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Dos;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 2;26 A 100 LIBROS;Cinco;No;Si;Si;Si;Si;60;287;52;53;62;56
20152;SB11201520356485;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181794000021;181794000021;81;81794;93120;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA INOCENCIO CHINCA;INOCENCIO CHINCA;S;A1;S;81;81794;81;81794;ARAUCA;ARAUCA;;12/11/1998;F;11;41.147488;TAME;TAME;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;No;No;45;272;52;54;57;62
20152;SB11201520410299;ESTUDIANTE;CC;RURAL;N;A;TÉCNICO;281065003065;281065003065;81;81065;69260;ARAUCA;MIXTO;MAÑANA;ARAUQUITA;OFICIAL;INSTITUCION EDUCATIVA PEDRO NEL JIMENEZ;I.E. PEDRO NEL JIMENEZ;S;A-;S;81;81001;81;81065;ARAUCA;ARAUCA;;28/08/1990;F;11;37.122593;ARAUCA;ARAUQUITA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Ninguno;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;Si;No;No;Si;No;37;199;41;47;39;36
20152;SB11201520277148;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;281065000627;281065000627;81;81065;166033;ARAUCA;MIXTO;MAÑANA;ARAUQUITA;OFICIAL;I.E. ANDRÉS BELLO;ANDRES BELLO;S;A1;S;81;81065;81;81065;ARAUCA;ARAUCA;;16/10/1998;F;11;35.30624;ARAUQUITA;ARAUQUITA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;Si;No;58;283;55;50;62;57
20152;SB11201520336128;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;181001003202;181001003202;81;81001;19125;ARAUCA;MIXTO;TARDE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA SIMON BOLIVAR;TECNICO SIMON BOLIVAR;S;A-;S;81;81001;81;81001;ARAUCA;ARAUCA;;06/04/1998;F;11;40.578293;ARAUCA;ARAUCA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Cuatro;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Cuatro;Si;No;No;Si;Si;47;233;44;53;35;52
20152;SB11201520313461;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;181001000777;181001000777;81;81001;87395;ARAUCA;MIXTO;TARDE;ARAUCA;OFICIAL;INSTITUCION EDUCATIVA TECNICO CRISTO REY;TECNICO CRISTO REY;S;A2;S;81;81001;81;81001;ARAUCA;ARAUCA;Comunidad afrodescendiente;27/03/1999;M;11;49.624638;ARAUCA;ARAUCA;COLOMBIA;NSE2;COLOMBIA;SI;N;Si;Tres;Primaria completa;Primaria incompleta;Estrato 1;26 A 100 LIBROS;Cinco;Si;Si;Si;Si;No;64;342;59;63;80;70
20152;SB11201520358720;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181794000021;181794000021;81;81794;93120;ARAUCA;MIXTO;MAÑANA;TAME;OFICIAL;INSTITUCION EDUCATIVA INOCENCIO CHINCA;INOCENCIO CHINCA;S;A-;S;81;81794;81;81794;ARAUCA;ARAUCA;;05/06/1999;F;11;37.31818;TAME;TAME;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Dos;No;No;No;No;No;54;278;44;65;49;58
20152;SB11201520264214;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;181736001921;181736001921;81;81300;55228;ARAUCA;MIXTO;MAÑANA;FORTUL;OFICIAL;INSTITUCION EDUCATIVA ALEJANDRO HUMBOLDT;COLEGIO  ALEJANDRO HUMBOLTD;S;A1;S;81;81736;81;81300;ARAUCA;ARAUCA;;19/04/2000;M;11;50.254879;SARAVENA;FORTUL;COLOMBIA;NSE2;COLOMBIA;SI;N;No;Tres;Educación profesional completa;Educación profesional completa;Estrato 1;11 A 25 LIBROS;Cinco;No;Si;No;Si;Si;71;347;54;65;75;72
20152;SB11201520015379;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281736002221;281736002221;81;81736;171520;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;INSTITUCION EDUCATIVA ANTONIO NARIÑO;ANTONIO NARIÑO;S;A1;S;81;81736;81;81736;ARAUCA;ARAUCA;;29/12/1981;F;26;26.782518;SARAVENA;SARAVENA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Uno;Ninguno;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Tres;No;No;No;No;No;32;168;49;38;28;31
20152;SB11201520576572;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;281736002581;281736002581;81;81736;185835;ARAUCA;MIXTO;SABATINA;SARAVENA;OFICIAL;IE AGROPECUARIO JOSE ODEL LIZARAZO;AGROPECUARIO JOSÉ ODEL LIZARAZO;S;A-;S;81;81736;81;81736;ARAUCA;ARAUCA;;12/07/1993;M;26;42.693035;SARAVENA;SARAVENA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;Si;No;Si;No;41;202;44;43;30;46
