periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_pilopaga;estu_privado_libertad;estu_repite;estu_tieneetnia;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;fami_tieneserviciotv;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20162;SB11201620434134;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;386568061022;386568061022;86;86568;88518;PUTUMAYO;MIXTO;SABATINA;PUERTO ASIS;NO OFICIAL;COL SEMIPRESENCIAL SAN JUAN BOSCO;COL SEMIPRESENCIAL SAN JUAN BOSCO;S;1;A-;2;1;1;S;86;86573;86;86573;PUTUMAYO;PUTUMAYO;N;;04/11/1989;F;11;37.69976;PUERTO LEGUÍZAMO;PUERTO LEGUÍZAMO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria incompleta;Ninguno;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;Si;6;3;36;11;1;8;37;177;47;40;25;35
20162;SB11201620158571;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186320000536;186320000536;86;86320;104299;PUTUMAYO;FEMENINO;COMPLETA;ORITO;OFICIAL;IE GABRIELA MISTRAL;COL TEC GABRIELA MISTRAL;S;2;A1;3;3;1;S;86;86320;86;86320;PUTUMAYO;PUTUMAYO;N;Otro grupo étnico minoritario;09/11/1999;F;11;44.927193;ORITO;ORITO;COLOMBIA;2;NSE2;COLOMBIA;NO;N;128745;Si;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;26 A 100 LIBROS;Siete;No;No;Si;No;No;57;47;45;46;72;14;54;252;49;51;58;38
20162;SB11201620355045;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;186568005577;186568005577;86;86568;195495;PUTUMAYO;MIXTO;SABATINA;PUERTO ASIS;OFICIAL;IE SAN FRANCISCO DE ASIS;COL TEC INDUSTRIAL SAN FRANCISCO DE ASIS;S;2;A1;2;2;2;S;86;86568;86;86568;PUTUMAYO;PUTUMAYO;N;;27/11/1998;F;26;41.049339;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;No;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;Si;53;37;57;29;22;43;53;239;53;47;41;48
20162;SB11201620436087;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186865004059;186865004059;86;86865;160440;PUTUMAYO;MIXTO;MAÑANA;VILLA GUAMEZ (LA HORMIGA);OFICIAL;I.E. LA LIBERTAD;I.E. LA LIBERTAD - SEDE PRINCIPAL;S;2;A1;2;2;2;S;86;86865;86;86885;PUTUMAYO;PUTUMAYO;N;;07/06/2000;M;11;36.658783;VALLE DEL GUAMUEZ;VILLAGARZÓN;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;No;37;44;49;43;34;60;49;249;50;51;45;54
20162;SB11201620255120;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186320000528;186320000528;86;86320;118588;PUTUMAYO;MIXTO;MAÑANA;ORITO;OFICIAL;IE JORGE ELIECER GAITAN;INST JORGE ELIECER GAITAN;S;2;A2;3;3;3;S;86;86320;86;86320;PUTUMAYO;PUTUMAYO;N;;28/10/1999;M;11;41.545277;ORITO;ORITO;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;26 A 100 LIBROS;Tres;No;No;No;No;No;42;72;78;73;56;90;51;285;60;59;53;65
20162;SB11201620305722;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186001002241;186001002241;86;86001;19307;PUTUMAYO;MIXTO;MAÑANA;MOCOA;OFICIAL;IE SANTA MARIA GORETTI;COL SANTA MARIA GORETTI;S;3;A1;2;3;2;S;86;86001;86;86001;PUTUMAYO;PUTUMAYO;N;;15/05/1999;M;11;49.715893;MOCOA;MOCOA;COLOMBIA;3;NSE2;COLOMBIA;NO;N;204304;No;Dos;Secundaria (Bachillerato) incompleta;Técnica o tecnológica completa;Estrato 1;11 A 25 LIBROS;Seis;No;Si;Si;Si;No;78;63;52;41;59;66;60;273;51;50;54;55
20162;SB11201620463506;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186573000371;186573000371;86;86573;104570;PUTUMAYO;MIXTO;MAÑANA;PUERTO  LEGUIZAMO;OFICIAL;IE CANDIDO LEGUIZAMO;COL CANDIDO LEGUIZAMO;S;2;A1;2;2;2;S;86;86573;86;86573;PUTUMAYO;PUTUMAYO;N;;01/08/1999;M;11;48.067764;PUERTO LEGUÍZAMO;PUERTO LEGUÍZAMO;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Educación profesional incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Tres;No;Si;No;Si;Si;41;43;46;42;41;46;50;248;49;50;48;49
20162;SB11201620270037;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;186219000070;186219000070;86;86219;29025;PUTUMAYO;MIXTO;MAÑANA;COLON;OFICIAL;IE SUCRE;COL TECNICO SUCRE;S;2;A1;2;3;1;S;86;86749;86;86219;PUTUMAYO;PUTUMAYO;N;;18/02/2000;M;11;39.821152;SIBUNDOY;COLÓN;COLOMBIA;2;NSE1;COLOMBIA;NO;N;34642;No;Dos;Secundaria (Bachillerato) completa;No sabe;Estrato 1;0 A 10 LIBROS;Dos;No;No;No;No;No;31;36;67;33;53;16;48;237;56;48;52;39
20162;SB11201620340020;ESTUDIANTE;TI;URBANO;;A;ACADÉMICO;186001003603;186001003603;86;86001;126375;PUTUMAYO;MIXTO;MAÑANA;MOCOA;OFICIAL;IE FIDEL DE MONTCLAR;COL BAS FIDEL DE MONCLART;S;2;A1;2;2;2;S;86;86001;86;86001;PUTUMAYO;PUTUMAYO;N;;06/09/1999;F;11;43.401402;MOCOA;MOCOA;COLOMBIA;1;NSE2;COLOMBIA;NO;N;0;No;Cuatro;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Ocho;No;Si;No;Si;No;36;28;44;32;17;30;49;226;49;48;39;44
20162;SB11201620174133;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186865003745;186865003745;86;86865;59097;PUTUMAYO;MIXTO;MAÑANA;VILLA GUAMEZ (LA HORMIGA);OFICIAL;IE CIUDAD LA HORMIGA;COL CIUDAD LA HORMIGA;S;2;A-;2;3;2;S;86;86865;86;86865;PUTUMAYO;PUTUMAYO;N;;30/07/1998;F;11;43.636021;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Cuatro;Primaria incompleta;Primaria completa;Estrato 1;11 A 25 LIBROS;Seis;No;Si;No;No;No;29;46;38;36;68;46;47;251;47;49;57;49
20162;SB11201620055400;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186755000015;186755000015;86;86755;24471;PUTUMAYO;MIXTO;MAÑANA;SAN FRANCISCO;OFICIAL;IE ALMIRANTE PADILLA;COL ALMIRANTE PADILLA;S;3;A1;2;2;2;S;86;86749;86;86755;PUTUMAYO;PUTUMAYO;N;;10/09/1998;M;11;43.9254;SIBUNDOY;SAN FRANCISCO;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;Cuatro;No;Si;No;No;Si;81;50;65;43;21;53;61;256;55;51;41;51
20162;SB11201620456447;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;186865004059;186865004059;86;86865;170274;PUTUMAYO;MIXTO;NOCHE;VILLA GUAMEZ (LA HORMIGA);OFICIAL;I.E. LA LIBERTAD;I.E. LA LIBERTAD - SEDE PRINCIPAL;S;2;A-;4;3;2;S;86;86865;86;86865;PUTUMAYO;PUTUMAYO;N;;25/08/1997;F;26;36.283199;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;No;Cuatro;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;No;Si;34;62;34;94;66;40;49;271;46;68;56;47
20162;SB11201620019340;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186749000577;186749000577;86;86749;74880;PUTUMAYO;MIXTO;MAÑANA;SIBUNDOY;OFICIAL;IE FRAY BARTOLOME DE IGUALADA;COL FRAY BARTOLOME DE IGUALADA;S;2;A-;2;3;2;S;86;86749;86;86749;PUTUMAYO;PUTUMAYO;N;;18/04/1999;M;11;39.093452;SIBUNDOY;SIBUNDOY;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;Si;44;43;27;20;54;57;51;247;44;44;52;53
20162;SB11201620168946;ESTUDIANTE;TI;URBANO;S;A;TÉCNICO/ACADÉMICO;186320000188;186320000188;86;86320;170480;PUTUMAYO;MIXTO;MAÑANA;ORITO;OFICIAL;IE SAN JOSE DE ORITO;COL SAN JOSE DE ORITO;S;3;A-;3;3;2;S;86;86320;86;86320;PUTUMAYO;PUTUMAYO;N;Comunidad afrodescendiente;30/04/1999;M;11;40.112244;ORITO;ORITO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;Si;Uno;Primaria completa;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;No;77;65;33;69;74;44;60;276;46;58;58;49
20162;SB11201620487863;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;386568061022;386568061022;86;86568;88518;PUTUMAYO;MIXTO;SABATINA;PUERTO ASIS;NO OFICIAL;COL SEMIPRESENCIAL SAN JUAN BOSCO;COL SEMIPRESENCIAL SAN JUAN BOSCO;S;2;A1;2;2;1;S;86;86573;86;86568;PUTUMAYO;PUTUMAYO;N;;04/04/1998;M;11;39.913654;PUERTO LEGUÍZAMO;PUERTO ASÍS;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;Si;44;28;44;10;40;21;51;226;49;40;48;41
20162;SB11201620256830;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;386749000045;386749000045;86;86749;19323;PUTUMAYO;MIXTO;MAÑANA;SIBUNDOY;OFICIAL;IE CHAMPAGNAT;COL CHAMPAGNAT;S;2;A2;2;2;1;S;86;86749;86;86749;PUTUMAYO;PUTUMAYO;N;Otro grupo étnico minoritario;22/10/1999;F;11;36.480011;SIBUNDOY;SIBUNDOY;COLOMBIA;2;NSE1;COLOMBIA;NO;N;104838;Si;Uno;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;No;No;22;30;84;41;37;10;45;230;63;50;47;36
20162;SB11201620201005;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186865003745;186865003745;86;86865;59097;PUTUMAYO;MIXTO;MAÑANA;VILLA GUAMEZ (LA HORMIGA);OFICIAL;IE CIUDAD LA HORMIGA;COL CIUDAD LA HORMIGA;S;2;A-;2;2;2;S;86;86865;86;86865;PUTUMAYO;PUTUMAYO;N;;29/04/2000;F;11;38.736553;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Cuatro;Secundaria (Bachillerato) incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;29;30;2;25;39;40;47;229;32;45;47;47
20162;SB11201620172682;ESTUDIANTE;TI;RURAL;;A;TÉCNICO/ACADÉMICO;286568000472;286568000472;86;86568;151027;PUTUMAYO;MIXTO;COMPLETA;PUERTO ASIS;OFICIAL;IE RUR NUEVA GRANADA;I.E.R. NUEVA GRANADA - SEDE PRINCIPAL;S;2;A-;2;2;2;S;86;86568;86;86568;PUTUMAYO;PUTUMAYO;N;;29/08/2000;F;11;39.255322;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;No;No;29;20;35;9;15;32;47;213;46;39;38;45
20162;SB11201620552855;ESTUDIANTE;TI;URBANO;;A;TÉCNICO/ACADÉMICO;386001003939;386001003939;86;86001;155739;PUTUMAYO;MIXTO;SABATINA;MOCOA;NO OFICIAL;NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO;NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO - SEDE PRINCIPAL;S;1;A1;2;2;1;S;86;86001;86;86001;PUTUMAYO;PUTUMAYO;N;;10/07/2000;F;26;51.782528;MOCOA;MOCOA;COLOMBIA;2;NSE3;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) completa;Educación profesional completa;Estrato 2;11 A 25 LIBROS;Tres;Si;Si;No;No;Si;11;19;57;41;12;20;40;213;53;50;36;41
20162;SB11201620349461;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO;186568005577;186568005577;86;86568;195495;PUTUMAYO;MIXTO;SABATINA;PUERTO ASIS;OFICIAL;IE SAN FRANCISCO DE ASIS;COL TEC INDUSTRIAL SAN FRANCISCO DE ASIS;S;1;A-;1;1;1;S;86;86568;86;86568;PUTUMAYO;PUTUMAYO;N;Comunidad afrodescendiente;08/12/1967;F;26;31.514526;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;Si;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;No;1;1;4;3;1;1;29;143;34;36;24;25
20162;SB11201620172214;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;286001003292;286001003292;86;86001;75184;PUTUMAYO;MIXTO;MAÑANA;MOCOA;OFICIAL;I.E.R. CIUDAD PUERTO LIMON;I.E.R. CIUDAD PUERTO LIMON - SEDE PRINCIPAL;S;3;A2;3;4;2;S;86;86885;86;86001;PUTUMAYO;PUTUMAYO;N;Inga;18/08/2000;F;11;52.453651;VILLAGARZÓN;MOCOA;COLOMBIA;1;NSE3;COLOMBIA;NO;N;0;Si;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;Tres;No;Si;Si;Si;No;76;87;81;86;97;68;59;312;62;63;71;56
20162;SB11201620166947;ESTUDIANTE;TI;URBANO;S;A;TÉCNICO/ACADÉMICO;186320000188;186320000188;86;86320;170480;PUTUMAYO;MIXTO;MAÑANA;ORITO;OFICIAL;IE SAN JOSE DE ORITO;COL SAN JOSE DE ORITO;S;2;A-;3;3;3;S;86;86320;86;86320;PUTUMAYO;PUTUMAYO;N;;25/03/2000;M;11;49.700508;ORITO;ORITO;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cinco;No;Si;Si;Si;Si;58;63;19;63;55;79;55;273;42;56;52;60
20162;SB11201620180264;ESTUDIANTE;TI;URBANO;S;A;TÉCNICO/ACADÉMICO;186320000188;186320000188;86;86320;170480;PUTUMAYO;MIXTO;MAÑANA;ORITO;OFICIAL;IE SAN JOSE DE ORITO;COL SAN JOSE DE ORITO;S;3;A-;2;3;1;S;86;86320;86;86320;PUTUMAYO;PUTUMAYO;N;;20/05/1999;M;11;37.992626;ORITO;ORITO;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;No;Tres;Primaria completa;Primaria completa;Estrato 2;0 A 10 LIBROS;Seis;No;No;No;No;No;85;45;18;16;76;16;63;250;41;42;59;39
20162;SB11201620141105;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;286865003677;286865003677;86;86757;79624;PUTUMAYO;MIXTO;MAÑANA;SAN MIGUEL;OFICIAL;I.E.T. COMERCIAL LA DORADA;I.E.T. COMERCIAL LA DORADA - SEDE PRINCIPAL;S;3;A1;4;3;3;S;86;86865;86;86865;PUTUMAYO;PUTUMAYO;N;;12/04/1999;F;11;42.865089;VALLE DEL GUAMUEZ;VALLE DEL GUAMUEZ;COLOMBIA;2;NSE2;COLOMBIA;NO;N;0;No;Dos;Secundaria (Bachillerato) completa;Ninguno;Estrato 1;11 A 25 LIBROS;Tres;No;No;No;Si;Si;68;85;65;97;67;90;57;309;55;71;56;65
20162;SB11201620315059;ESTUDIANTE;TI;URBANO;S;A;ACADÉMICO;186568003906;186568061230;86;86568;50732;PUTUMAYO;MIXTO;MAÑANA;PUERTO ASIS;OFICIAL;IE SANTA TERESA;SAN FERNANDO;N;2;A-;2;2;3;S;86;86568;86;86568;PUTUMAYO;PUTUMAYO;N;;19/10/1999;F;11;35.671871;PUERTO ASÍS;PUERTO ASÍS;COLOMBIA;1;NSE1;COLOMBIA;NO;N;0;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;Si;60;43;24;22;28;71;55;247;43;44;43;57
20162;SB11201620429396;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;186001000248;186001000248;86;86001;174037;PUTUMAYO;MIXTO;NOCHE;MOCOA;OFICIAL;IE FRAY PLACIDO;CENT EDUC FRAY PLACIDO;S;1;A-;2;1;1;S;86;86001;86;86001;PUTUMAYO;PUTUMAYO;N;Otro grupo étnico minoritario;08/09/2000;F;26;39.837349;MOCOA;MOCOA;COLOMBIA;2;NSE1;COLOMBIA;NO;N;0;Si;Dos;Primaria completa;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;Si;No;No;3;6;30;30;3;10;33;185;45;47;29;36
